GARBAGE_COLLECTOR;MEAN_rdtsc;MEDIAN_rdtsc;MEAN_clock;MEDIAN_clock
generated;7591.858;6964;2.138462;2
GraphI_8192B_Z=68_2018-10-03:21:10:24/
cheney;18550.96;13328;5.209877;4
custom;8035.221;5780;2.371429;2
generated;7215.611;6715;2.052469;2
GraphI_8192B_Z=69_2018-10-03:21:10:32/
cheney;11165.02;9402;3.138037;2
custom;6445.512;5348;1.855124;1
generated;10728.29;7265;2.981595;2
GraphI_8192B_Z=70_2018-10-03:21:10:42/
cheney;14668.4;8680;4.12844;3
custom;10015.05;7864;2.868327;2
generated;7644.086;6938;2.140673;2
GraphI_8192B_Z=71_2018-10-03:21:10:52/
cheney;21619.34;16907;6.045455;5
custom;7737.148;6306;2.28169;2
generated;7711.061;6958;2.133333;2
GraphI_8192B_Z=7_2018-10-03:21:01:15/
cheney;10843.26;9721;3.154412;3
custom;5728.03;4572;1.762082;1
generated;3541.89;3270;1;1
GraphI_8192B_Z=72_2018-10-03:21:11:01/
cheney;11886.33;7410;3.35514;2
custom;7165.085;5331;2.120567;2
generated;7382.723;6780;2.109034;2
GraphI_8192B_Z=73_2018-10-03:21:11:10/
cheney;17315.23;12470;4.832335;4
custom;8834.345;6659;2.598592;2
generated;9123.425;9114;2.523952;2
GraphI_8192B_Z=74_2018-10-03:21:11:19/
cheney;13918.34;8156;3.933934;2
custom;7197.507;4551;2.088028;1
generated;7704.583;7190;2.168168;2
GraphI_8192B_Z=75_2018-10-03:21:11:27/
cheney;14373;11058;4.051051;3
custom;5445.413;5454;1.583916;1
generated;9204.763;9146;2.561562;2
GraphI_8192B_Z=76_2018-10-03:21:11:36/
cheney;12418.28;8440;3.486804;3
custom;10289.21;6406;2.968641;2
generated;8037.238;7418;2.281525;2
GraphI_8192B_Z=77_2018-10-03:21:11:45/
cheney;16749.17;9172;4.700906;3
custom;10362.65;6551;3.003472;2
generated;7818.048;7146;2.163142;2
GraphI_8192B_Z=78_2018-10-03:21:11:53/
cheney;11872.55;9356;3.363363;3
custom;6975.832;5680;1.989474;2
generated;8803.015;7762;2.504505;2
GraphI_8192B_Z=79_2018-10-03:21:12:03/
cheney;17331.65;9685;4.837349;3
custom;8393.563;5902;2.394366;2
generated;7756.831;7086;2.183735;2
GraphI_8192B_Z=80_2018-10-03:21:12:12/
cheney;16302.76;9217;4.547059;3
custom;10032;5662;2.898601;2
generated;8402.641;7410;2.355882;2
GraphI_8192B_Z=81_2018-10-03:21:12:21/
cheney;18829.12;12558;5.28655;4
custom;7895.672;6022;2.264808;2
generated;8290.444;7542;2.289474;2
GraphI_8192B_Z=8_2018-10-03:21:01:23/
cheney;5627;4419;1.584559;1
custom;5404.388;4023;1.570896;1
generated;4192.213;3606;1.205882;1
GraphI_8192B_Z=82_2018-10-03:21:12:30/
cheney;15099.51;10254;4.214076;3
custom;7382.941;6046;2.118467;2
generated;9647.15;10404;2.680352;3
GraphI_8192B_Z=83_2018-10-03:21:12:39/
cheney;25106.84;19180;6.926686;5
custom;7709.944;6072;2.3125;2
generated;7990.276;7380;2.219941;2
GraphI_8192B_Z=84_2018-10-03:21:12:48/
cheney;17566.49;9994;4.902579;3
custom;7376.228;5456;2.1;2
generated;9565.685;8104;2.722063;2
GraphI_8192B_Z=85_2018-10-03:21:12:56/
cheney;11027.47;9419;3.098266;3
custom;6269.542;5969;1.836806;2
generated;9667.96;8363;2.699422;3
GraphI_8192B_Z=86_2018-10-03:21:13:05/
cheney;20986.44;15558;5.881844;4
custom;9937.7;7558;2.87108;2
generated;8619.303;7802;2.449568;2
GraphI_8192B_Z=87_2018-10-03:21:13:14/
cheney;20941.46;15438;5.886297;4
custom;7351.847;6108;2.160279;2
generated;8507.965;7728;2.38484;2
GraphI_8192B_Z=88_2018-10-03:21:13:24/
cheney;17949.63;9188;4.997126;3
custom;7675.266;6040;2.231834;2
generated;8801.414;7960;2.494253;2
GraphI_8192B_Z=89_2018-10-03:21:13:33/
cheney;19288.03;12229;5.351429;3
custom;9032.853;6707;2.611888;2
generated;10120.7;9468;2.82;3
GraphI_8192B_Z=90_2018-10-03:21:13:42/
cheney;24618.02;22518;6.931034;6
custom;7831.876;6465;2.272414;2
generated;8463.58;7847;2.37931;2
GraphI_8192B_Z=91_2018-10-03:21:13:50/
cheney;18100.31;12058;5.020408;3
custom;6098.268;5732;1.769759;2
generated;9912.618;10508;2.725948;3
GraphI_8192B_Z=9_2018-10-03:21:01:32/
cheney;11966.51;10274;3.498155;3
custom;7986.893;5722;2.391144;2
generated;3508.229;3220;1.01845;1
GraphI_8192B_Z=92_2018-10-03:21:14:00/
cheney;29041.86;26621;8.10452;7
custom;7799.345;6232;2.32069;2
generated;8940.514;7993;2.49435;2
GraphI_8192B_Z=93_2018-10-03:21:14:09/
cheney;15714.3;10353;4.435028;3
custom;8913.917;6438;2.574394;2
generated;8919.864;8064;2.553672;2
GraphI_8192B_Z=94_2018-10-03:21:14:17/
cheney;19880.94;12722;5.578082;3
custom;7653.12;5284;2.226804;2
generated;10026.78;8542;2.852055;3
GraphI_8192B_Z=95_2018-10-03:21:14:26/
cheney;24372.3;19520;6.74359;6
custom;8230.797;6638;2.429553;2
generated;11316.41;8246;3.193732;2
GraphII_8192B_Y=1_2018-10-03:21:14:37/
cheney;12780.96;8787;3.609774;3
custom;7733.598;6759;2.165414;2
generated;9145.714;8579;2.533835;2
GraphII_8192B_Y=2_2018-10-03:21:14:46/
cheney;7973.051;6858;2.247241;2
custom;6408.218;6790;1.791716;2
generated;9115.426;10000;2.554084;3
GraphII_8192B_Y=3_2018-10-03:21:14:56/
cheney;9962.33;6866;2.826087;2
custom;8527.713;5900;2.437326;2
generated;8070.818;6489;2.267263;2
GraphII_8192B_Y=4_2018-10-03:21:15:06/
cheney;8338.51;6440;2.351166;2
custom;7436.351;4742;2.178517;1
generated;6899.501;6202;1.925926;2
GraphII_8192B_Y=5_2018-10-03:21:15:15/
cheney;8188.606;6493;2.286957;2
custom;5495.7;5339;1.583067;1
generated;7116.71;6251;2.018841;2
GraphII_8192B_Y=6_2018-10-03:21:15:25/
cheney;14344.43;9184;3.984779;3
custom;4925.784;3858;1.463744;1
generated;6336.591;5634;1.789954;2
GraphII_8192B_Y=7_2018-10-03:21:15:35/
cheney;11227.2;8470;3.172684;2
custom;5312.545;3901;1.575862;1
generated;5787.837;5268;1.627943;2
GraphII_8192B_Y=8_2018-10-03:21:15:43/
cheney;8506.365;7772;2.36478;2
custom;4134.021;3342;1.225131;1
generated;6479.28;5592;1.83805;2
GraphII_8192B_Y=9_2018-10-03:21:15:53/
cheney;10555.46;6432;2.98374;2
custom;5566.813;4481;1.660072;1
generated;5748.79;5278;1.658537;2
GraphIII_8192B_C=10_2018-10-03:21:17:24/
cheney;8157.666;7642;2.309091;2
custom;6014.147;4505;1.663603;1
generated;6742.192;5924;1.890909;2
GraphIII_8192B_C=11_2018-10-03:21:17:32/
cheney;7793.028;6824;2.230894;2
custom;4784.606;3842;1.430657;1
generated;5981.044;5394;1.647154;2
GraphIII_8192B_C=1_2018-10-03:21:16:04/
cheney;10255.79;6782;2.900813;2
custom;6419.55;4736;1.878403;1
generated;5905.33;5434;1.725203;2
GraphIII_8192B_C=12_2018-10-03:21:17:41/
cheney;7963.263;6861;2.282895;2
custom;5528.169;4302;1.616514;1
generated;6866.401;6786;1.930921;2
GraphIII_8192B_C=13_2018-10-03:21:17:51/
cheney;11653.58;7810;3.320724;2
custom;4894.161;3794;1.444037;1
generated;5894.049;5441;1.710526;2
GraphIII_8192B_C=14_2018-10-03:21:17:59/
cheney;7366.619;6044;2.08752;2
custom;4977.368;4092;1.46824;1
generated;6526.182;5680;1.833063;2
GraphIII_8192B_C=15_2018-10-03:21:18:08/
cheney;8148.303;6347;2.296053;2
custom;4372.121;3591;1.326007;1
generated;5735.474;5326;1.646382;2
GraphIII_8192B_C=16_2018-10-03:21:18:16/
cheney;6674.911;6030;1.870492;2
custom;4591.963;3318;1.325411;1
generated;6418.164;5633;1.822951;2
GraphIII_8192B_C=17_2018-10-03:21:18:25/
cheney;7154.697;6107;2.037829;2
custom;4757.118;3628;1.450185;1
generated;6108.638;5536;1.751645;2
GraphIII_8192B_C=18_2018-10-03:21:18:33/
cheney;6731.917;6094;1.900498;2
custom;6440.291;4942;1.834254;2
generated;6513.406;5798;1.839138;2
GraphIII_8192B_C=19_2018-10-03:21:18:42/
cheney;8703.213;7719;2.503279;2
custom;5990.015;4115;1.801471;1
generated;5903.18;5435;1.668852;2
GraphIII_8192B_C=20_2018-10-03:21:18:51/
cheney;6738.779;5982;1.91162;2
custom;5111.505;3422;1.487179;1
generated;6272.357;5614;1.780687;2
GraphIII_8192B_C=21_2018-10-03:21:19:00/
cheney;10903.28;7261;3.076547;2
custom;6585.759;4606;1.963504;1
generated;6054.026;5365;1.741042;2
GraphIII_8192B_C=2_2018-10-03:21:16:13/
cheney;8333.217;6564;2.361983;2
custom;5901.314;4781;1.684307;1
generated;6473.884;5584;1.866116;2
GraphIII_8192B_C=22_2018-10-03:21:19:10/
cheney;13765.03;9046;3.93801;3
custom;4343.8;3680;1.311475;1
generated;6201.749;5386;1.822186;2
GraphIII_8192B_C=23_2018-10-03:21:19:20/
cheney;15000.32;10407;4.232899;3
custom;4096.355;3514;1.274223;1
generated;5548.228;5305;1.558632;2
GraphIII_8192B_C=24_2018-10-03:21:19:28/
cheney;8542.088;7358;2.4323;2
custom;4340.196;3694;1.277677;1
generated;6760.01;5926;1.900489;2
GraphIII_8192B_C=25_2018-10-03:21:19:37/
cheney;11498.39;8510;3.229508;2
custom;4842.647;3920;1.436929;1
generated;5987.6;5409;1.695082;2
GraphIII_8192B_C=26_2018-10-03:21:19:47/
cheney;12302.72;8886;3.450245;3
custom;5377.176;4398;1.606227;1
generated;6060.401;5440;1.71615;2
GraphIII_8192B_C=27_2018-10-03:21:19:57/
cheney;12882.85;8640;3.653595;3
custom;4854.982;3840;1.470696;1
generated;5824.216;5374;1.666667;2
GraphIII_8192B_C=28_2018-10-03:21:20:06/
cheney;13061.66;9232;3.698517;3
custom;4022.328;3521;1.252768;1
generated;5710;5344;1.607908;2
GraphIII_8192B_C=29_2018-10-03:21:20:14/
cheney;7958.307;6860;2.238173;2
custom;4581.909;4471;1.339416;1
generated;6840.998;5984;1.947798;2
GraphIII_8192B_C=30_2018-10-03:21:20:24/
cheney;12599.8;8052;3.559543;2
custom;6720.72;4890;1.983547;2
generated;5949.259;5412;1.685155;2
GraphIII_8192B_C=31_2018-10-03:21:20:34/
cheney;10860.45;6804;3.089869;2
custom;5754.308;3900;1.679487;1
generated;6208.683;5562;1.77451;2
GraphIII_8192B_C=3_2018-10-03:21:16:23/
cheney;12135.77;8264;3.378069;2
custom;5405.078;3934;1.648452;1
generated;5640.874;5286;1.603928;2
GraphIII_8192B_C=32_2018-10-03:21:20:43/
cheney;8625.12;7558;2.400657;2
custom;4695.761;4330;1.371324;1
generated;6845.764;5994;1.963875;2
GraphIII_8192B_C=33_2018-10-03:21:20:53/
cheney;10446.53;7056;2.947798;2
custom;5801.62;3968;1.742701;1
generated;6115.038;5478;1.743883;2
GraphIII_8192B_C=34_2018-10-03:21:21:03/
cheney;8686.458;6063;2.462418;2
custom;6486.958;4746;1.941284;2
generated;6131.81;5562;1.748366;2
GraphIII_8192B_C=35_2018-10-03:21:21:11/
cheney;7060.327;6431;1.982026;2
custom;5237.751;4034;1.533821;1
generated;6514.967;5617;1.856209;2
GraphIII_8192B_C=36_2018-10-03:21:21:21/
cheney;11521.09;8042;3.286645;2
custom;4962.335;3842;1.622951;1
generated;6128.078;5460;1.741042;2
GraphIII_8192B_C=37_2018-10-03:21:21:31/
cheney;13214.8;8892;3.742671;3
custom;4481.412;3638;1.341241;1
generated;5669.384;5355;1.64658;2
GraphIII_8192B_C=38_2018-10-03:21:21:39/
cheney;8042.534;6042;2.267101;2
custom;4558.784;4356;1.32967;1
generated;6751.616;5866;1.869707;2
GraphIII_8192B_C=39_2018-10-03:21:21:49/
cheney;10600.21;6656;3.032573;2
custom;6597.828;4222;1.952294;1
generated;6130.388;5531;1.757329;2
GraphIII_8192B_C=40_2018-10-03:21:21:59/
cheney;10356.93;7290;2.939837;2
custom;5630.608;3916;1.695811;1
generated;5908.774;5424;1.697561;2
GraphIII_8192B_C=41_2018-10-03:21:22:08/
cheney;6901.802;6306;1.943089;2
custom;4876.525;3940;1.420765;1
generated;6259.808;5520;1.756098;2
GraphIII_8192B_C=4_2018-10-03:21:16:32/
cheney;11779.9;8338;3.32137;2
custom;4122.036;3356;1.25;1
generated;5863.654;5344;1.688418;2
GraphIII_8192B_C=42_2018-10-03:21:22:17/
cheney;12724.83;8471;3.57541;2
custom;5780.583;4140;1.717431;1
generated;5956.426;5437;1.691803;2
GraphIII_8192B_C=43_2018-10-03:21:22:28/
cheney;12184.5;8088;3.469821;2
custom;5248.343;3851;1.556569;1
generated;6177.801;5492;1.761827;2
GraphIII_8192B_C=44_2018-10-03:21:22:38/
cheney;9816.239;6847;2.811475;2
custom;5906.322;3941;1.787546;1
generated;5917.066;5416;1.680328;2
GraphIII_8192B_C=45_2018-10-03:21:22:48/
cheney;11602.65;7836;3.285481;2
custom;6373.053;4104;1.91439;1
generated;6041.742;5498;1.742251;2
GraphIII_8192B_C=46_2018-10-03:21:22:56/
cheney;7150.583;6777;2.017915;2
custom;4197.414;3308;1.228938;1
generated;6742.404;5856;1.884365;2
GraphIII_8192B_C=47_2018-10-03:21:23:06/
cheney;9241.451;6410;2.608766;2
custom;6048.42;4150;1.737226;1
generated;6024.766;5509;1.688312;2
GraphIII_8192B_C=48_2018-10-03:21:23:16/
cheney;9343.59;6297;2.637705;2
custom;5231.108;3618;1.53578;1
generated;6032.197;5541;1.734426;2
GraphIII_8192B_C=49_2018-10-03:21:23:24/
cheney;8619.759;7288;2.461664;2
custom;5099.672;4462;1.495446;1
generated;6844.32;5900;1.907015;2
GraphIII_8192B_C=50_2018-10-03:21:23:34/
cheney;12737.35;8916;3.598374;3
custom;4683.571;3610;1.418182;1
generated;6007.993;5464;1.697561;2
GraphIII_8192B_C=51_2018-10-03:21:23:44/
cheney;13955.68;10026;3.942623;3
custom;5310.91;3812;1.608775;1
generated;5675.039;5349;1.619672;2
GraphIII_8192B_C=5_2018-10-03:21:16:41/
cheney;7346.221;6534;2.123967;2
custom;5906.679;4152;1.756458;1
generated;6299.253;5668;1.834711;2
GraphIII_8192B_C=52_2018-10-03:21:23:52/
cheney;7071.316;6133;1.983713;2
custom;3884.442;3155;1.124088;1
generated;6710.922;5796;1.890879;2
GraphIII_8192B_C=53_2018-10-03:21:24:02/
cheney;14639.17;10207;4.123779;3
custom;4750.142;3701;1.432482;1
generated;6054.596;5512;1.684039;2
GraphIII_8192B_C=54_2018-10-03:21:24:12/
cheney;11260.47;7400;3.182114;2
custom;6000.201;4024;1.771898;1
generated;6399.106;5404;1.801626;2
GraphIII_8192B_C=55_2018-10-03:21:24:20/
cheney;7932.881;6324;2.230016;2
custom;4544.355;4506;1.285192;1
generated;7058.845;6850;1.95106;2
GraphIII_8192B_C=56_2018-10-03:21:24:30/
cheney;12859.16;8388;3.671521;2
custom;5542.645;4016;1.690346;1
generated;6054.647;5475;1.708738;2
GraphIII_8192B_C=57_2018-10-03:21:24:39/
cheney;11886.69;8038;3.368679;2
custom;5013.982;3801;1.503663;1
generated;5854.659;5348;1.646003;2
GraphIII_8192B_C=58_2018-10-03:21:24:47/
cheney;6914.235;6231;1.912052;2
custom;5566.457;4174;1.627057;1
generated;7005.593;5623;1.970684;2
GraphIII_8192B_C=59_2018-10-03:21:24:58/
cheney;10516.49;7518;2.97054;2
custom;5546.357;3809;1.641544;1
generated;5931.791;5402;1.680851;2
GraphIII_8192B_C=60_2018-10-03:21:25:08/
cheney;6198.026;5774;1.787234;2
custom;7197.696;4457;2.07326;1
generated;6348.979;5568;1.854337;2
GraphIII_8192B_C=61_2018-10-03:21:25:17/
cheney;8299.915;7426;2.338211;2
custom;5502.431;4614;1.596715;1
generated;8309.044;7136;2.336585;2
GraphIII_8192B_C=6_2018-10-03:21:16:49/
cheney;8936.834;6419;2.550489;2
custom;4699.004;4507;1.375912;1
generated;6689.013;5874;1.87785;2
GraphIII_8192B_C=62_2018-10-03:21:25:27/
cheney;10019.87;6512;2.837925;2
custom;4818.679;3916;1.442831;1
generated;6072.499;5528;1.735818;2
GraphIII_8192B_C=63_2018-10-03:21:25:37/
cheney;8863.121;6657;2.526059;2
custom;6054.663;3674;1.781421;1
generated;5820.205;5384;1.684039;2
GraphIII_8192B_C=64_2018-10-03:21:25:45/
cheney;8521.092;6427;2.448845;2
custom;5372.982;4450;1.577206;1
generated;6731.964;5803;1.932343;2
GraphIII_8192B_C=65_2018-10-03:21:25:55/
cheney;12011.55;7826;3.402936;2
custom;4777.304;3592;1.459016;1
generated;6250.251;5360;1.768352;2
GraphIII_8192B_C=66_2018-10-03:21:26:06/
cheney;8457.99;6373;2.441368;2
custom;5024.961;3588;1.493578;1
generated;6330.928;5628;1.843648;2
GraphIII_8192B_C=67_2018-10-03:21:26:14/
cheney;8889.964;6838;2.509901;2
custom;6123.68;4864;1.810313;1
generated;6647.36;5755;1.854785;2
GraphIII_8192B_C=68_2018-10-03:21:26:25/
cheney;12683.18;8704;3.580065;2
custom;5324.395;3906;1.595978;1
generated;6059.333;5443;1.745098;2
GraphIII_8192B_C=69_2018-10-03:21:26:34/
cheney;6546.279;6060;1.878247;2
custom;5856.444;3700;1.663024;1
generated;6071.088;5541;1.737013;2
GraphIII_8192B_C=70_2018-10-03:21:26:43/
cheney;8960.853;6647;2.522801;2
custom;5298.891;4541;1.54;1
generated;6498.293;5628;1.851792;2
GraphIII_8192B_C=71_2018-10-03:21:26:53/
cheney;9007.8;6344;2.540098;2
custom;5932.881;3868;1.777982;1
generated;5986.399;5442;1.731588;2
GraphIII_8192B_C=7_2018-10-03:21:16:58/
cheney;8204.098;7106;2.355155;2
custom;6635.886;4294;1.701657;1
generated;6088.589;5562;1.751227;2
GraphIII_8192B_C=72_2018-10-03:21:27:01/
cheney;8400.383;5986;2.368249;2
custom;5455.978;4566;1.585321;1
generated;6844.298;6102;1.93126;2
GraphIII_8192B_C=73_2018-10-03:21:27:10/
cheney;12668.41;9640;3.618658;3
custom;4368.118;3616;1.329044;1
generated;5943.296;5498;1.708674;2
GraphIII_8192B_C=74_2018-10-03:21:27:19/
cheney;8220.807;7169;2.320261;2
custom;4560.586;3536;1.307692;1
generated;6486.83;5692;1.79085;2
GraphIII_8192B_C=75_2018-10-03:21:27:28/
cheney;9124.862;7134;2.591572;2
custom;5720.51;4698;1.692168;1
generated;5766.93;5356;1.659643;2
GraphIII_8192B_C=8_2018-10-03:21:17:06/
cheney;6912.911;6303;1.988525;2
custom;4639.397;3460;1.358456;1
generated;6599.918;5782;1.888525;2
GraphIII_8192B_C=9_2018-10-03:21:17:15/
cheney;7713.061;6276;2.225859;2
custom;4510.593;3933;1.384615;1
generated;5825.034;5374;1.653028;2
GraphIV_1048576B_2018-10-03:21:32:01/
cheney;362021.8;357721;98.24677;97
custom;79803.16;76831;21.99107;21
generated;291863.5;287527;79.27258;78
GraphIV_131072B_2018-10-03:21:28:39/
cheney;53262.03;46752;14.55878;13
custom;12552.05;9798;3.544643;3
generated;41042.96;38428;11.23671;11
GraphIV_16384B_2018-10-03:21:27:47/
cheney;12639.39;8940;3.5584;3
custom;4824.699;3886;1.396057;1
generated;8470.669;7786;2.4032;2
GraphIV_2097152B_2018-10-03:21:35:33/
cheney;722490.4;715973;195.7629;194
custom;153476.3;151244;41.93571;41
generated;581876.7;575329;157.7371;156
GraphIV_262144B_2018-10-03:21:29:13/
cheney;96884.95;93158;26.38449;25
custom;21101.06;18453;5.910714;5
generated;74755.23;72294;20.40872;20
GraphIV_32768B_2018-10-03:21:27:58/
cheney;16254.31;14104;4.484653;4
custom;6697.925;5682;1.919499;2
generated;14196.29;12392;3.970921;4
GraphIV_4194304B_2018-10-03:21:42:17/
cheney;1467945;1441701;397.6274;391
custom;302073.5;296365;82.31964;81
generated;1167123;1152729;316.2097;312
GraphIV_524288B_2018-10-03:21:30:12/
cheney;180656.2;177054;49.15645;48
custom;39813.67;37463;11.11429;11
generated;150079;145946;40.88226;40
GraphIV_65536B_2018-10-03:21:28:16/
cheney;28171.22;24696;7.762903;7
custom;9012.516;6554;2.625448;2
generated;21780.19;20418;6.033871;6
GraphIV_8192B_2018-10-03:21:27:37/
cheney;10496.62;7588;2.985342;2
custom;5341.21;4478;1.572212;1
generated;6347.925;5674;1.802932;2
GraphIV_8388608B_2018-10-03:21:53:23/
cheney;3049450;2901631;825.0952;785.5
custom;617105.4;591746;167.7143;161
generated;2461315;2328294;666.3968;631
